Load_ind;Definition Year;Species Code;Species Name;Area Code;Area Description;Level Code;Level Description;Initial Quantity;Adapted Quota;Eurlex Ref;OJ Ref;Publication Date;Page Number;In regulation;Compute uptake;StockID;%ECTAC
INIV;2015;LEZ;Megrims nei;8C3411;"VIIIc),IX,X;COPACE 34.1.1 (1)";ESP;Spain;1271;1427.988;32015R0104;L22;28/01/2015;45;Y;Y;LEZ8C3411;92%
INIV;2015;LEZ;Megrims nei;8C3411;"VIIIc),IX,X;COPACE 34.1.1 (1)";FRA;France;64;42.521;32015R0104;L22;28/01/2015;45;Y;Y;LEZ8C3411;5%
INIV;2015;LEZ;Megrims nei;8C3411;"VIIIc),IX,X;COPACE 34.1.1 (1)";PRT;Portugal;42;136.07;32015R0104;L22;28/01/2015;45;Y;Y;LEZ8C3411;3%
INIV;2015;LEZ;Megrims nei;8C3411;"VIIIc),IX,X;COPACE 34.1.1 (1)";EEC;;1377;1606.579;32015R0104;L22;28/01/2015;45;Y;Y;LEZ8C3411;100%
INIV;2015;LEZ;Megrims nei;8C3411;"VIIIc),IX,X;COPACE 34.1.1 (1)";TAC;;1377;1377;32015R0104;L22;28/01/2015;45;Y;Y;LEZ8C3411;100%
INIV;2015;LIC;Unicorn icefish;F5852.;McDonald and Heard (Division 58.5.2);EEC;;0;0;32015R0104;L22;28/01/2015;115;N;N;LICF5852.;0%
INIV;2015;LIC;Unicorn icefish;F5852.;McDonald and Heard (Division 58.5.2);TAC;;150;150;32015R0104;L22;28/01/2015;115;Y;Y;LICF5852.;0%
INIV;2015;LIN;Ling;*5B67-;EU and international waters of Vb, VI, VII;EEC;;0;0;32015R0104;L22;28/01/2015;34;Y;N;LIN*5B67-;0%
INIV;2015;LIN;Ling;*5B67-;EU and international waters of Vb, VI, VII;NOR;Norway;5500;5500;32015R0104;L22;28/01/2015;34;Y;Y;LIN*5B67-;0%
INIV;2015;LIN;Ling;*5B67-;EU and international waters of Vb, VI, VII;TAC;;0;0;32015R0104;L22;28/01/2015;34;Y;N;LIN*5B67-;0%
INIV;2015;LIN;Ling;*6BAN.;"VIb; VIa north of 56°30 N (special condition area)";EEC;;0;0;32015R0104;L22;28/01/2015;61;Y;Y;LIN*6BAN.;0%
INIV;2015;LIN;Ling;*6BAN.;"VIb; VIa north of 56°30 N (special condition area)";FRO;Faroe Islands;200;200;32015R0104;L22;28/01/2015;61;Y;Y;LIN*6BAN.;0%
INIV;2015;LIN;Ling;*6BAN.;"VIb; VIa north of 56°30 N (special condition area)";TAC;;0;0;32015R0104;L22;28/01/2015;61;Y;Y;LIN*6BAN.;0%
INIV;2015;LIN;Ling;04-C.;EU waters of IV;BEL;Belgium;16;23.249;32015R0104;L22;28/01/2015;60;Y;Y;LIN04-C.;1%
INIV;2015;LIN;Ling;04-C.;EU waters of IV;DEU;Germany;150;40.042;32015R0104;L22;28/01/2015;60;Y;Y;LIN04-C.;6%
INIV;2015;LIN;Ling;04-C.;EU waters of IV;DNK;Denmark;243;246.243;32015R0104;L22;28/01/2015;60;Y;Y;LIN04-C.;10%
INIV;2015;LIN;Ling;04-C.;EU waters of IV;FRA;France;135;163.513;32015R0104;L22;28/01/2015;60;Y;Y;LIN04-C.;6%
INIV;2015;LIN;Ling;04-C.;EU waters of IV;GBR;U.K. of Great Britain and Northern Ireland;1869;2113.225;32015R0104;L22;28/01/2015;60;Y;Y;LIN04-C.;77%
INIV;2015;LIN;Ling;04-C.;EU waters of IV;NLD;Netherlands;5;5.556;32015R0104;L22;28/01/2015;60;Y;Y;LIN04-C.;0%
INIV;2015;LIN;Ling;04-C.;EU waters of IV;SWE;Sweden;10;11.11;32015R0104;L22;28/01/2015;60;Y;Y;LIN04-C.;0%
INIV;2015;LIN;Ling;04-C.;EU waters of IV;EEC;;2428;2602.938;32015R0104;L22;28/01/2015;60;Y;Y;LIN04-C.;100%
INIV;2015;LIN;Ling;04-C.;EU waters of IV;TAC;;2428;2428;32015R0104;L22;28/01/2015;60;Y;Y;LIN04-C.;100%
INIV;2015;LIN;Ling;04-N.;Norwegian waters of IV ( South of 62° N);BEL;Belgium;7;0;32015R0104;L22;28/01/2015;62;Y;Y;LIN04-N.;1%
INIV;2015;LIN;Ling;04-N.;Norwegian waters of IV ( South of 62° N);DEU;Germany;23;39;32015R0104;L22;28/01/2015;62;Y;Y;LIN04-N.;2%
INIV;2015;LIN;Ling;04-N.;Norwegian waters of IV ( South of 62° N);DNK;Denmark;835;909;32015R0104;L22;28/01/2015;62;Y;Y;LIN04-N.;88%
INIV;2015;LIN;Ling;04-N.;Norwegian waters of IV ( South of 62° N);FRA;France;9;11;32015R0104;L22;28/01/2015;62;Y;Y;LIN04-N.;1%
INIV;2015;LIN;Ling;04-N.;Norwegian waters of IV ( South of 62° N);GBR;U.K. of Great Britain and Northern Ireland;75;139;32015R0104;L22;28/01/2015;62;Y;Y;LIN04-N.;8%
INIV;2015;LIN;Ling;04-N.;Norwegian waters of IV ( South of 62° N);NLD;Netherlands;1;2;32015R0104;L22;28/01/2015;62;Y;Y;LIN04-N.;0%
INIV;2015;LIN;Ling;04-N.;Norwegian waters of IV ( South of 62° N);EEC;;950;1100;32015R0104;L22;28/01/2015;62;Y;Y;LIN04-N.;100%
INIV;2015;LIN;Ling;04-N.;Norwegian waters of IV ( South of 62° N);TAC;;0;0;32015R0104;L22;28/01/2015;62;Y;Y;LIN04-N.;0%
INIV;2015;LIN;Ling;05B-F.;Faroe zone: Vb);DEU;Germany;0;0;32015R0104;L22;28/01/2015;93;Y;N;LIN05B-F.;0%
INIV;2015;LIN;Ling;05B-F.;Faroe zone: Vb);FRA;France;0;0;32015R0104;L22;28/01/2015;93;Y;N;LIN05B-F.;0%
INIV;2015;LIN;Ling;05B-F.;Faroe zone: Vb);GBR;U.K. of Great Britain and Northern Ireland;0;0;32015R0104;L22;28/01/2015;93;Y;N;LIN05B-F.;0%
INIV;2015;LIN;Ling;05B-F.;Faroe zone: Vb);EEC;;0;0;32015R0104;L22;28/01/2015;93;Y;N;LIN05B-F.;0%
INIV;2015;LIN;Ling;05B-F.;Faroe zone: Vb);TAC;;0;0;32015R0104;L22;28/01/2015;93;Y;N;LIN05B-F.;0%
INIV;2015;LIN;Ling;05EI.;EU and international waters of V;BEL;Belgium;9;9;32015R0104;L22;28/01/2015;60;Y;Y;LIN05EI.;27%
INIV;2015;LIN;Ling;05EI.;EU and international waters of V;DEU;Germany;6;1;32015R0104;L22;28/01/2015;60;Y;Y;LIN05EI.;18%
INIV;2015;LIN;Ling;05EI.;EU and international waters of V;DNK;Denmark;6;0;32015R0104;L22;28/01/2015;60;Y;Y;LIN05EI.;18%
INIV;2015;LIN;Ling;05EI.;EU and international waters of V;FRA;France;6;17;32015R0104;L22;28/01/2015;60;Y;Y;LIN05EI.;18%
INIV;2015;LIN;Ling;05EI.;EU and international waters of V;GBR;U.K. of Great Britain and Northern Ireland;6;6;32015R0104;L22;28/01/2015;60;Y;Y;LIN05EI.;18%
INIV;2015;LIN;Ling;05EI.;EU and international waters of V;EEC;;33;33;32015R0104;L22;28/01/2015;60;Y;Y;LIN05EI.;100%
INIV;2015;LIN;Ling;05EI.;EU and international waters of V;TAC;;33;33;32015R0104;L22;28/01/2015;60;Y;Y;LIN05EI.;100%
INIV;2015;LIN;Ling;1/2.;EC and international waters of I,II;DEU;Germany;8;8.489;32015R0104;L22;28/01/2015;59;Y;Y;LIN1/2.;22%
INIV;2015;LIN;Ling;1/2.;EC and international waters of I,II;DNK;Denmark;8;8.889;32015R0104;L22;28/01/2015;59;Y;Y;LIN1/2.;22%
INIV;2015;LIN;Ling;1/2.;EC and international waters of I,II;FRA;France;8;9.289;32015R0104;L22;28/01/2015;59;Y;Y;LIN1/2.;22%
INIV;2015;LIN;Ling;1/2.;EC and international waters of I,II;GBR;U.K. of Great Britain and Northern Ireland;8;8.889;32015R0104;L22;28/01/2015;59;Y;Y;LIN1/2.;22%
INIV;2015;LIN;Ling;1/2.;EC and international waters of I,II;AMS;;4;4;32015R0104;L22;28/01/2015;59;Y;Y;LIN1/2.;11%
INIV;2015;LIN;Ling;1/2.;EC and international waters of I,II;EEC;;36;39.556;32015R0104;L22;28/01/2015;59;Y;Y;LIN1/2.;100%
INIV;2015;LIN;Ling;1/2.;EC and international waters of I,II;TAC;;36;36;32015R0104;L22;28/01/2015;59;Y;Y;LIN1/2.;100%
INIV;2015;LIN;Ling;3A/BCD;IIIa) and EU waters of IIIbcd;BEL;Belgium;6;0;32015R0104;L22;28/01/2015;60;Y;Y;LIN3A/BCD;7%
INIV;2015;LIN;Ling;3A/BCD;IIIa) and EU waters of IIIbcd;DEU;Germany;6;5.142;32015R0104;L22;28/01/2015;60;Y;Y;LIN3A/BCD;7%
INIV;2015;LIN;Ling;3A/BCD;IIIa) and EU waters of IIIbcd;DNK;Denmark;50;65.633;32015R0104;L22;28/01/2015;60;Y;Y;LIN3A/BCD;57%
INIV;2015;LIN;Ling;3A/BCD;IIIa) and EU waters of IIIbcd;GBR;U.K. of Great Britain and Northern Ireland;6;3.5;32015R0104;L22;28/01/2015;60;Y;Y;LIN3A/BCD;7%
INIV;2015;LIN;Ling;3A/BCD;IIIa) and EU waters of IIIbcd;SWE;Sweden;19;22.373;32015R0104;L22;28/01/2015;60;Y;Y;LIN3A/BCD;22%
INIV;2015;LIN;Ling;3A/BCD;IIIa) and EU waters of IIIbcd;EEC;;87;96.648;32015R0104;L22;28/01/2015;60;Y;Y;LIN3A/BCD;100%
INIV;2015;LIN;Ling;3A/BCD;IIIa) and EU waters of IIIbcd;TAC;;87;87;32015R0104;L22;28/01/2015;60;Y;Y;LIN3A/BCD;100%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);BEL;Belgium;32;81.974;32015R0104;L22;28/01/2015;61;Y;Y;LIN6X14.;0%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);DEU;Germany;115;19.931;32015R0104;L22;28/01/2015;61;Y;Y;LIN6X14.;1%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);DNK;Denmark;6;6.656;32015R0104;L22;28/01/2015;61;Y;Y;LIN6X14.;0%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);ESP;Spain;2332;2069.481;32015R0104;L22;28/01/2015;61;Y;Y;LIN6X14.;28%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);FRA;France;2487;3585.772;32015R0104;L22;28/01/2015;61;Y;Y;LIN6X14.;29%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);GBR;U.K. of Great Britain and Northern Ireland;2863;2948.121;32015R0104;L22;28/01/2015;61;Y;Y;LIN6X14.;34%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);NLD;Netherlands;0;0.013;;;;;Y;Y;LIN6X14.;0%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);IRL;Ireland;623;604.225;32015R0104;L22;28/01/2015;61;Y;Y;LIN6X14.;7%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);PRT;Portugal;6;6.6;32015R0104;L22;28/01/2015;61;Y;Y;LIN6X14.;0%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);EEC;;8464;9322.773;32015R0104;L22;28/01/2015;61;Y;Y;LIN6X14.;100%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);FRO;Faroe Islands;200;200;32015R0104;L22;28/01/2015;61;N;Y;LIN6X14.;2%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);NOR;Norway;5500;5500;32015R0104;L22;28/01/2015;61;N;Y;LIN6X14.;65%
INIV;2015;LIN;Ling;6X14.;VI, VII, VIII, IX, X, XII, XIV  (1) (2);TAC;;14164;14164;32015R0104;L22;28/01/2015;61;Y;Y;LIN6X14.;167%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;BEL;Belgium;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;BGR;Bulgaria;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;CYP;Cyprus;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;DEU;Germany;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;DNK;Denmark;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;ESP;Spain;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;EST;Estonia;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;FIN;Finland;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;FRA;France;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;GBR;U.K. of Great Britain and Northern Ireland;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;GRC;Greece;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;HRV;Croatia;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;IRL;Ireland;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;ITA;Italy;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;LTU;Lithuania;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;LVA;Latvia;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;MLT;Malta;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;NLD;Netherlands;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;POL;Poland;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;PRT;Portugal;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;ROU;Romania;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;SVN;Slovenia;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;SWE;Sweden;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;EEC;;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;LIN;Ling;XDS;NEAFC Stock - Deep Sea Fisheries;TAC;;0;0;32010R1236;L347;21/12/2010;32;Y;N;LINXDS;0%
INIV;2015;MAC;Atlantic mackerel;*02A.;IIa;DNK;Denmark;0;0;32015R0104;L22;28/01/2015;77;Y;N;MAC*02A.;0%
INIV;2015;MAC;Atlantic mackerel;*02A.;IIa;EEC;;0;0;32015R0104;L22;28/01/2015;77;Y;N;MAC*02A.;0%
INIV;2015;MAC;Atlantic mackerel;*02A.;IIa;TAC;;0;0;32015R0104;L22;28/01/2015;77;Y;N;MAC*02A.;0%
INIV;2015;MAC;Atlantic mackerel;*02AN-;Norwegian waters of IIa;BEL;Belgium;89;89;32015R0104;L22;28/01/2015;75;Y;Y;MAC*02AN-;2%
INIV;2015;MAC;Atlantic mackerel;*02AN-;Norwegian waters of IIa;DEU;Germany;92;92;32015R0104;L22;28/01/2015;75;Y;Y;MAC*02AN-;2%
INIV;2015;MAC;Atlantic mackerel;*02AN-;Norwegian waters of IIa;DNK;Denmark;3060;3060;32015R0104;L22;28/01/2015;75;Y;Y;MAC*02AN-;63%
INIV;2015;MAC;Atlantic mackerel;*02AN-;Norwegian waters of IIa;FRA;France;279;279;32015R0104;L22;28/01/2015;75;Y;Y;MAC*02AN-;6%
INIV;2015;MAC;Atlantic mackerel;*02AN-;Norwegian waters of IIa;GBR;U.K. of Great Britain and Northern Ireland;260;260;32015R0104;L22;28/01/2015;75;Y;Y;MAC*02AN-;5%
INIV;2015;MAC;Atlantic mackerel;*02AN-;Norwegian waters of IIa;NLD;Netherlands;281;281;32015R0104;L22;28/01/2015;75;Y;Y;MAC*02AN-;6%
INIV;2015;MAC;Atlantic mackerel;*02AN-;Norwegian waters of IIa;SWE;Sweden;834;834;32015R0104;L22;28/01/2015;75;Y;Y;MAC*02AN-;17%
INIV;2015;MAC;Atlantic mackerel;*02AN-;Norwegian waters of IIa;EEC;;4895;4895;32015R0104;L22;28/01/2015;75;Y;Y;MAC*02AN-;100%
INIV;2015;MAC;Atlantic mackerel;*02AN-;Norwegian waters of IIa;TAC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*02AN-;0%
INIV;2015;MAC;Atlantic mackerel;*03A.;IIIa;EEC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*03A.;0%
INIV;2015;MAC;Atlantic mackerel;*03A.;IIIa;NOR;Norway;3000;3000;32015R0104;L22;28/01/2015;75;Y;Y;MAC*03A.;0%
INIV;2015;MAC;Atlantic mackerel;*03A.;IIIa;TAC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*03A.;0%
INIV;2015;MAC;Atlantic mackerel;*04A.;IVa) (1);EEC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*04A.;0%
INIV;2015;MAC;Atlantic mackerel;*04A.;IVa) (1);NOR;Norway;63324;63324;32015R0104;L22;28/01/2015;75;Y;Y;MAC*04A.;0%
INIV;2015;MAC;Atlantic mackerel;*04A.;IVa) (1);TAC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*04A.;0%
INIV;2015;MAC;Atlantic mackerel;*04B.;IVb) (1);SWE;Sweden;390;390;32015R0104;L22;28/01/2015;75;Y;Y;MAC*04B.;0%
INIV;2015;MAC;Atlantic mackerel;*04B.;IVb) (1);EEC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*04B.;0%
INIV;2015;MAC;Atlantic mackerel;*04B.;IVb) (1);TAC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*04B.;0%
INIV;2015;MAC;Atlantic mackerel;*04C.;IVc) (1);SWE;Sweden;10;10;32015R0104;L22;28/01/2015;75;Y;Y;MAC*04C.;0%
INIV;2015;MAC;Atlantic mackerel;*04C.;IVc) (1);EEC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*04C.;0%
INIV;2015;MAC;Atlantic mackerel;*04C.;IVc) (1);TAC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*04C.;0%
INIV;2015;MAC;Atlantic mackerel;*04N-;IV - Norvegian waters;SWE;Sweden;312;312;32015R0104;L22;28/01/2015;75;Y;Y;MAC*04N-;100%
INIV;2015;MAC;Atlantic mackerel;*04N-;IV - Norvegian waters;EEC;;312;312;32015R0104;L22;28/01/2015;75;Y;Y;MAC*04N-;100%
INIV;2015;MAC;Atlantic mackerel;*04N-;IV - Norvegian waters;TAC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*04N-;0%
INIV;2015;MAC;Atlantic mackerel;*08B.;VIIIb);ESP;Spain;3332;3332;32015R0104;L22;28/01/2015;77;Y;Y;MAC*08B.;0%
INIV;2015;MAC;Atlantic mackerel;*08B.;VIIIb);FRA;France;22;22;32015R0104;L22;28/01/2015;77;Y;Y;MAC*08B.;0%
INIV;2015;MAC;Atlantic mackerel;*08B.;VIIIb);PRT;Portugal;689;689;32015R0104;L22;28/01/2015;77;Y;Y;MAC*08B.;0%
INIV;2015;MAC;Atlantic mackerel;*08B.;VIIIb);EEC;;0;0;32015R0104;L22;28/01/2015;77;Y;Y;MAC*08B.;0%
INIV;2015;MAC;Atlantic mackerel;*08B.;VIIIb);TAC;;0;0;32015R0104;L22;28/01/2015;77;Y;Y;MAC*08B.;0%
INIV;2015;MAC;Atlantic mackerel;*24N59;IIa, IVa north of 59° (EU zone);EEC;;0;0;32015R0104;L22;28/01/2015;76;Y;Y;MAC*24N59;0%
INIV;2015;MAC;Atlantic mackerel;*24N59;IIa, IVa north of 59° (EU zone);FRO;Faroe Islands;39824;39824;32015R0104;L22;28/01/2015;76;Y;Y;MAC*24N59;0%
INIV;2015;MAC;Atlantic mackerel;*24N59;IIa, IVa north of 59° (EU zone);TAC;;0;0;32015R0104;L22;28/01/2015;76;Y;Y;MAC*24N59;0%
INIV;2015;MAC;Atlantic mackerel;*2A6.;IIa (2), VI;DNK;Denmark;13625;13625;32015R0104;L22;28/01/2015;75;Y;Y;MAC*2A6.;0%
INIV;2015;MAC;Atlantic mackerel;*2A6.;IIa (2), VI;SWE;Sweden;3528;3528;32015R0104;L22;28/01/2015;75;Y;Y;MAC*2A6.;0%
INIV;2015;MAC;Atlantic mackerel;*2A6.;IIa (2), VI;EEC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*2A6.;0%
INIV;2015;MAC;Atlantic mackerel;*2A6.;IIa (2), VI;TAC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*2A6.;0%
INIV;2015;MAC;Atlantic mackerel;*2AN-;Norwegian waters of IIA;DEU;Germany;2176;2176;32015R0104;L22;28/01/2015;76;Y;Y;MAC*2AN-;6%
INIV;2015;MAC;Atlantic mackerel;*2AN-;Norwegian waters of IIA;FRA;France;1449;1449;32015R0104;L22;28/01/2015;76;Y;Y;MAC*2AN-;4%
INIV;2015;MAC;Atlantic mackerel;*2AN-;Norwegian waters of IIA;GBR;U.K. of Great Britain and Northern Ireland;19952;19952;32015R0104;L22;28/01/2015;76;Y;Y;MAC*2AN-;51%
INIV;2015;MAC;Atlantic mackerel;*2AN-;Norwegian waters of IIA;IRL;Ireland;7254;7254;32015R0104;L22;28/01/2015;76;Y;Y;MAC*2AN-;19%
INIV;2015;MAC;Atlantic mackerel;*2AN-;Norwegian waters of IIA;NLD;Netherlands;3172;3172;32015R0104;L22;28/01/2015;76;Y;Y;MAC*2AN-;8%
INIV;2015;MAC;Atlantic mackerel;*2AN-;Norwegian waters of IIA;EEC;;34003;34003;32015R0104;L22;28/01/2015;76;Y;Y;MAC*2AN-;87%
INIV;2015;MAC;Atlantic mackerel;*2AN-;Norwegian waters of IIA;TAC;;0;0;32015R0104;L22;28/01/2015;76;Y;Y;MAC*2AN-;0%
INIV;2015;MAC;Atlantic mackerel;*3A4BC;IIIa), IVb),c);DNK;Denmark;4130;1255;32015R0104;L22;28/01/2015;75;Y;Y;MAC*3A4BC;0%
INIV;2015;MAC;Atlantic mackerel;*3A4BC;IIIa), IVb),c);FRA;France;490;2640;32015R0104;L22;28/01/2015;75;Y;Y;MAC*3A4BC;0%
INIV;2015;MAC;Atlantic mackerel;*3A4BC;IIIa), IVb),c);GBR;U.K. of Great Britain and Northern Ireland;490;620.5;32015R0104;L22;28/01/2015;75;Y;Y;MAC*3A4BC;0%
INIV;2015;MAC;Atlantic mackerel;*3A4BC;IIIa), IVb),c);NLD;Netherlands;490;1084.5;32015R0104;L22;28/01/2015;75;Y;Y;MAC*3A4BC;0%
INIV;2015;MAC;Atlantic mackerel;*3A4BC;IIIa), IVb),c);EEC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*3A4BC;0%
INIV;2015;MAC;Atlantic mackerel;*3A4BC;IIIa), IVb),c);TAC;;0;0;32015R0104;L22;28/01/2015;75;Y;Y;MAC*3A4BC;0%
INIV;2015;MAC;Atlantic mackerel;*4A-EN;EU and Norwegian waters of IVa;DEU;Germany;16154;13112.5;32015R0104;L22;28/01/2015;76;Y;Y;MAC*4A-EN;6%
INIV;2015;MAC;Atlantic mackerel;*4A-EN;EU and Norwegian waters of IVa;DNK;Denmark;0;4430;32015R0104;L22;28/01/2015;76;N;Y;MAC*4A-EN;0%
INIV;2015;MAC;Atlantic mackerel;*4A-EN;EU and Norwegian waters of IVa;FRA;France;10770;10770;32015R0104;L22;28/01/2015;76;Y;Y;MAC*4A-EN;4%
INIV;2015;MAC;Atlantic mackerel;*4A-EN;EU and Norwegian waters of IVa;GBR;U.K. of Great Britain and Northern Ireland;148087;144107;32015R0104;L22;28/01/2015;76;Y;Y;MAC*4A-EN;59%
INIV;2015;MAC;Atlantic mackerel;*4A-EN;EU and Norwegian waters of IVa;IRL;Ireland;53847;53847;32015R0104;L22;28/01/2015;76;Y;Y;MAC*4A-EN;21%
INIV;2015;MAC;Atlantic mackerel;*4A-EN;EU and Norwegian waters of IVa;NLD;Netherlands;23557;26148.5;32015R0104;L22;28/01/2015;76;Y;Y;MAC*4A-EN;9%
INIV;2015;MAC;Atlantic mackerel;*4A-EN;EU and Norwegian waters of IVa;EEC;;252415;252415;32015R0104;L22;28/01/2015;76;Y;Y;MAC*4A-EN;100%
INIV;2015;MAC;Atlantic mackerel;*4A-EN;EU and Norwegian waters of IVa;TAC;;0;0;32015R0104;L22;28/01/2015;76;Y;Y;MAC*4A-EN;0%
INIV;2015;MAC;Atlantic mackerel;*4A.;IVa;DNK;Denmark;0;0;32015R0104;L22;28/01/2015;77;Y;N;MAC*4A.;0%
INIV;2015;MAC;Atlantic mackerel;*4A.;IVa;EEC;;0;0;32015R0104;L22;28/01/2015;77;Y;N;MAC*4A.;0%
INIV;2015;MAC;Atlantic mackerel;*4A.;IVa;TAC;;0;0;32015R0104;L22;28/01/2015;77;Y;N;MAC*4A.;0%
INIV;2015;MAC;Atlantic mackerel;*4AN.;Norwegian waters of IVa;BEL;Belgium;658;658;32015R0104;L22;28/01/2015;75;Y;Y;MAC*4AN.;2%
INIV;2015;MAC;Atlantic mackerel;*4AN.;Norwegian waters of IVa;DEU;Germany;686;686;32015R0104;L22;28/01/2015;75;Y;Y;MAC*4AN.;2%
INIV;2015;MAC;Atlantic mackerel;*4AN.;Norwegian waters of IVa;DNK;Denmark;22709;22709;32015R0104;L22;28/01/2015;75;Y;Y;MAC*4AN.;62%
INIV;2015;MAC;Atlantic mackerel;*4AN.;Norwegian waters of IVa;FRA;France;2073;2073;32015R0104;L22;28/01/2015;75;Y;Y;MAC*4AN.;6%
